sample_id_a,sample_id_b,standardized_log_rate_distance
1900,13577,3.496846903715273
1900,13715,3.8875151083651778
1900,15395,4.164543582885899
1900,16950,3.849250556873436
1900,17407,5.338999779298096
1900,18319,3.3025093447930733
1900,26689,3.0455376767365365
1900,27084,3.791605239447612
1900,27495,4.904777361064776
1900,27498,3.4945712019382076
1900,27872,3.6494206415846873
1900,28451,4.942985971474363
1900,28634,4.4963087564415645
1900,29419,5.293537868119479
1900,29959,4.473703394820963
1900,30902,3.1235987734633026
1900,31498,3.948597016422673
1900,32755,4.002973002126107
1900,34287,4.325717595054646
1900,36402,2.907439758163151
1900,37318,5.644136471246401
1900,38506,4.828083377305097
1900,39172,3.393541761723943
1900,41698,5.421669994908441
1900,43651,3.235499598205441
1900,44207,5.871391347735692
1900,46580,4.618425156405676
1900,46829,3.432882197644027
1900,47327,3.3030161478239233
1900,49029,3.381082292996413
3687,6113,5.139368071141767
3687,6863,5.125334908005806
3687,7273,2.9765659630960175
3687,8859,3.28855493278688
3687,10052,3.0827582223853804
3687,12080,4.547141453700523
3687,13577,3.1451949756923154
3687,13715,3.086494012966802
3687,15395,4.407597416849687
3687,16950,3.7089310128302744
3687,17407,3.876622807871715
3687,18319,3.9261822578261047
3687,26689,2.7587994745663083
3687,27084,2.5838420165898497
3687,27495,4.044180090925246
3687,27498,3.2890294190878016
3687,27872,2.5641081750649164
3687,28451,3.9790216046153284
3687,28634,4.62083670668979
3687,29419,3.835152111679635
3687,29959,4.059585734224261
3687,30902,2.243967863118173
3687,31498,4.580323538699452
3687,32755,3.9453687432476348
3687,34287,4.051443974293045
3687,36402,3.7225358430171744
3687,37318,4.817659847841143
3687,38506,5.00436890200691
3687,39172,2.307254720826099
3687,41698,5.643715360503238
3687,43651,2.072967296247149
3687,44207,5.046724782451573
3687,46580,4.001495731108681
3687,46829,4.1817058900907265
3687,47327,3.8257250174033666
3687,49029,2.483235217135881
6113,6863,3.0962696603952677
6113,7273,5.34188696726616
6113,8859,4.608101380872686
6113,10052,5.879360318473885
6113,12080,4.584724970492942
6113,13577,5.160834383402512
6113,13715,5.058073165665188
6113,15395,3.3033218085008342
6113,16950,4.706370652036608
6113,17407,4.729748512703919
6113,18319,5.902897273183393
6113,26689,4.699374069196138
6113,27084,5.537967484854773
6113,27495,5.843138121937399
6113,27498,4.418289569487127
6113,27872,5.469874579590432
6113,28451,5.029347878842416
6113,28634,3.7156805507319537
6113,29419,4.061926850496977
6113,29959,4.005112776240285
6113,30902,5.05191856151954
6113,31498,6.309719358177858
6113,32755,4.469813761159146
6113,34287,3.420153303176611
6113,36402,4.576642146826889
6113,37318,5.480221689436808
6113,38506,4.281700439666314
6113,39172,5.475182694258666
6113,41698,3.960035820818692
6113,43651,5.316843230738637
6113,44207,3.4958732507075547
6113,46580,5.264908324990933
6113,46829,4.072432464243872
6113,47327,5.138180051219689
6113,49029,5.627111725594364
6863,7273,5.208695191637148
6863,8859,4.194120223069591
6863,10052,5.957400733584565
6863,12080,2.9099142683541843
6863,13577,4.916800335350174
6863,13715,4.472988247998479
6863,15395,2.723949561603979
6863,16950,3.745173095826561
6863,17407,5.284408844517653
6863,18319,5.290326881929767
6863,26689,3.6634085053932877
6863,27084,5.628357707613402
6863,27495,6.000121059911956
6863,27498,5.0730437051379145
6863,27872,5.306390327638984
6863,28451,4.953953627248268
6863,28634,1.2799356887321593
6863,29419,4.57722254448074
6863,29959,5.399183588617795
6863,30902,4.482166616672173
6863,31498,4.73068188482856
6863,32755,3.224367235668698
6863,34287,3.5634646531801053
6863,36402,3.3021282652182498
6863,37318,5.6699291619143395
6863,38506,3.7647744249070847
6863,39172,5.620544725430446
6863,41698,3.331759966356847
6863,43651,4.815557933200927
6863,44207,3.6020502271412553
6863,46580,5.16645026407292
6863,46829,2.678151469435842
6863,47327,3.697368547118679
6863,49029,5.640458025118407
7273,8859,3.4102783914518047
7273,10052,2.2078825919871816
7273,12080,3.8673768200297363
7273,13577,3.2750944706849747
