analysis,date,cell_id,condition,n_sweeps_total,n_sweeps_ppr_valid,ppr_valid_sweep_fraction,condition_ppr_signal_valid,median_ppr_valid,q25_ppr_valid,q75_ppr_valid,median_response1_nA,median_response2_nA,median_response1_snr,median_response2_snr,median_min_response_snr,median_isi_ms,single_sweep_condition
memantine_acute,2022-06-22,cell2,control,16,16,1.0,True,1.8925867111552659,1.7994357133549113,1.9305411592960844,0.42024234533309934,0.7776864022016525,54.826031985046825,95.10383461055916,54.826031985046825,50.1,False
memantine_acute,2022-06-22,cell2,memantine,4,4,1.0,True,0.9656530308520969,0.9236756753310353,1.0214068217807266,0.056526932120323184,0.05333567410707474,8.927899617757998,9.313296793607513,7.485159279639699,50.1,False
ro25_nbqx,2022-10-17,cell1,control,4,4,1.0,True,1.0731580986258666,0.9494258093695114,1.3692328896710777,0.03164543472230434,0.041069962084293365,14.854435251377527,16.347612214089928,13.543026686085438,50.099999999999994,False
ro25_nbqx,2022-10-17,cell1,ro25,42,15,0.35714285714285715,False,0.9985125714799852,0.9251869213566601,1.1223947268744066,0.009343437850475311,0.009628857299685479,3.1089743325438897,3.022315359911884,2.475602413182325,50.099999999999994,False
ro25_nbqx,2022-10-17,cell2,control,7,7,1.0,True,1.6434545582459212,1.6087469411605237,1.6947646619252839,0.029522844403982163,0.0500016950070858,16.987946652201057,29.18197887001189,16.987946652201057,50.099999999999994,False
ro25_nbqx,2022-10-17,cell2,ro25,1,1,1.0,True,1.5017043262627245,1.5017043262627245,1.5017043262627245,0.031098033487796783,0.04670005142688751,14.00962405057417,23.48456328870214,14.00962405057417,50.099999999999994,True
