threshold,precal_strong_n,precal_strong_fraction,historical_accepted_strong_n,historical_accepted_strong_fraction,corrected_accepted_strong_n,corrected_accepted_strong_fraction
1.6359295439505144,1261.0,0.02522,1.0,0.0002,40.0,0.008
