sample_id_a,sample_id_b,mode,lambda,calibration_score,calibration_H,calibration_E,calibration_L,calibration_J_corrected_140_500_ms,calibration_J_full_0_600_ms,r_plateau_dt0p05,control_plateau_PO_dt0p05,blocked_plateau_PO_dt0p05,G_peak,tau_G_ms,minimum_state_control,minimum_state_blocked,compatible_midpoint,compatible_strict,strong,kon_A_per_ms,kon_B_per_ms,koff_A_per_ms,koff_B_per_ms,kf_plus_per_ms,ks_plus_per_ms,kf_minus_per_ms,ks_minus_per_ms,kd1_plus_per_ms,kd1_minus_per_ms,kd2_plus_per_ms,kd2_minus_per_ms,pulse_amplitude_au,glutamate_tau_ms,path_role
27084,30902,native_aux,0.5,0.0221653529151958,0.000241412963862,0.0002725980386813,0.0001603566781419,0.0644628857634717,0.4426985547269128,3.0089815719741355,0.000835931094646,0.0025153012592302,0.5,40.0,0.0,0.0,True,True,True,0.7403657552870149,0.3913281551877161,0.6221892251449075,0.0039666137477291,0.2915084485757133,0.0943164911043057,0.2071292743173122,0.5754530381006442,0.1684641494434927,0.1794513964111965,0.6975280514803195,0.0009279098098306,0.5462146304591204,20.5496344206838,internal_native
27084,30902,native_aux,0.525,0.0208188190292363,0.0002363644890093,0.0002670044488412,0.0001566876503798,0.0630265620444234,0.4245216389562202,2.938794489717494,0.0008331895929658,0.002448572984698,0.5,40.0,0.0,0.0,True,True,True,0.7326727890888408,0.3884106230453339,0.6226892202538932,0.0039030855963853,0.2928568171364126,0.0876663269805717,0.2029951924724792,0.5767507499252785,0.1709111771457554,0.1722967374296397,0.6959175786576949,0.0009549490830951,0.5414657601614169,20.56165482539912,internal_native
27084,30902,native_aux,0.55,0.0194967646216499,0.0002314246956696,0.0002615292329814,0.0001530932704611,0.0616197351172384,0.4071274235638943,2.868732451894762,0.0008305068871478,0.0023825020586832,0.5,40.0,0.0,0.0,True,True,True,0.7250597586906462,0.3855148424526139,0.62318961716204,0.0038405748937447,0.2942114225584597,0.0814850594660605,0.1989436225408274,0.5780513882371643,0.1733937491735936,0.1654273319828343,0.6943108241410323,0.0009827762802407,0.536758177240226,20.57368226138937,internal_native
27084,30902,native_aux,0.5750000000000001,0.0182058517316769,0.0002265915895227,0.0002561706059122,0.0001495719648326,0.0602418258045431,0.3904803373184524,2.799077322424853,0.0008277913383166,0.0023170519627819,0.5,40.0,0.0,0.0,True,True,True,0.7175258334983592,0.3826406512417071,0.6236904161922371,0.0037790653446396,0.2955722936903762,0.0757396271165656,0.1949729176715997,0.579354959635862,0.1759123818264673,0.158831807120749,0.6927077793453996,0.0010114143613535,0.5320915227370264,20.585716732767462,internal_native
27084,30902,native_aux,0.6000000000000001,0.0169534729858867,0.0002218633185373,0.0002509269896647,0.0001461221973968,0.058892278598926,0.3745464489502583,2.730087206535257,0.0008249532016856,0.0022521941819123,0.5,40.0,0.0,0.0,True,True,True,0.7100701915484156,0.3797878884538002,0.6241916176676315,0.0037185409148815,0.296939459514122,0.0703992996181798,0.1910814638834427,0.5806614707358146,0.178467598903349,0.1524992433285484,0.6911084357056866,0.001040886955576,0.527465440814135,20.597758243648727,internal_native
27084,30902,native_aux,0.625,0.0157479059678848,0.000217238185143,0.0002457970360571,0.0001427424688843,0.0575705628287456,0.3592933904278804,2.661995215312866,0.00082190529438,0.00218790796108,0.5,40.0,0.0,0.0,True,True,True,0.7026920194180811,0.3769563943301026,0.6246932219116313,0.0036589858270805,0.2983129491457129,0.0654355134215637,0.1872676794083689,0.581970928166382,0.1810599318116588,0.1464191564483042,0.689512784676558,0.0010712183806036,0.5228795787275743,20.60980679815088,internal_native
27084,30902,native_aux,0.65,0.0145985129323239,0.0002127146586248,0.0002407796490831,0.0001394313163447,0.0562761738484021,0.3446902837531073,2.595008708672584,0.0008185637595166,0.0021241800845495,0.5,40.0,0.0,0.0,True,True,True,0.6953905121367046,0.374146010302899,0.6251952292479035,0.0036003845565332,0.2996927918358403,0.0608217189654812,0.1835300140488112,0.5832833385718733,0.1836899196777806,0.1405814803214805,0.6879208177324084,0.0011024336627487,0.518333586800174,20.621862400394043,internal_native
27084,30902,native_aux,0.675,0.0135159961530129,0.0002082913869628,0.0002358740056114,0.000136187312764,0.0550086341659137,0.3307076711010111,2.531264232612159,0.0007207623028486,0.001824439837416,0.5,30.0,0.0,0.0,True,True,True,0.6881648730978962,0.3713565789866699,0.6256976400003753,0.0035427218271752,0.3010790169704943,0.0565332386724563,0.1798669485475107,0.584598708611582,0.1863581094591839,0.1349765501234568,0.6863325263673161,0.00113455855759,0.5138271183949091,20.63392505450076,internal_native
27084,30902,native_aux,0.7000000000000001,0.0125127198445042,0.0002039672071151,0.0002310795724817,0.0001330090668244,0.0537674943962438,0.3173174481397015,2.4714190573865467,0.0007186956338456,0.0017761980859466,0.5,30.0,0.0,0.0,True,True,True,0.6810143139726156,0.3685879441692773,0.626200454493235,0.0034859826075992,0.3024716540715896,0.052547134957017,0.1762769939699813,0.5859170449598184,0.1890650560581746,0.1295950863624977,0.6847479020949988,0.0011676195712232,0.5093598298884677,20.645994764595983,internal_native
27084,30902,native_aux,0.7250000000000001,0.011603109590073,0.0001997411525319,0.0002263961177113,0.0001298952228098,0.0525523339056346,0.3044928003736381,2.412711694431476,0.0007162054874259,0.0017279973551284,0.5,30.0,0.0,0.0,True,True,True,0.6739380546231634,0.365839950803217,0.6267036730509307,0.0034301521071367,0.303870732797594,0.0488420875405509,0.1727586910992984,0.5872383543059448,0.1918113224372974,0.1244281795166772,0.6831669364487674,0.0012016439821312,0.5049313806450495,20.65807153480708,internal_native
27084,30902,native_aux,0.75,0.0108041392381772,0.0001956124565056,0.0002218237132248,0.0001268444606643,0.0513627609928029,0.2922081423646038,2.35528655362633,0.0007132247810482,0.001679848736516,0.5,30.0,0.0,0.0,True,True,True,0.6669353230180673,0.3631124449969355,0.6272072959981709,0.0033752157720022,0.3052762829441605,0.0453982794165693,0.1693106098429685,0.5885626433544079,0.1945974797364155,0.1194672752833222,0.6815896209814805,0.0012366598636913,0.500541432990392,20.67015536926383,internal_native
27084,30902,native_aux,0.775,0.0101359129307973,0.0001915805498427,0.0002173627263493,0.0001238554961972,0.0501984124401452,0.2804390596959779,2.2992639140066644,0.0007096924424426,0.0016317702229515,0.5,30.0,0.0,0.0,True,True,True,0.6600053551478526,0.3604052740062118,0.6277113236599263,0.0033211592814996,0.3066883344447609,0.0421972908564516,0.1659313486516357,0.5898899188247748,0.1974241073914895,0.114704160416557,0.6800159472654997,0.0012726961073384,0.496189652186022,20.68224627209842,internal_native
27084,30902,native_aux,0.8,0.0096223458894197,0.0001876450513032,0.0002130137973231,0.0001209270814195,0.0490589522652584,0.269162253559424,2.244740866676393,0.0007055542550654,0.0015837864700029,0.5,30.0,0.0,0.0,True,True,True,0.6531473949416868,0.357718286225604,0.6282157563614272,0.0032679685442889,0.3081069173713245,0.0392220008887406,0.1626195339493908,0.5912201874517651,0.2002917932550832,0.1101309491294976,0.6784459068926455,0.0013097824464032,0.4918757064037324,20.69434424744548,internal_native
27084,30902,native_aux,0.8250000000000001,0.0092919413730289,0.0001838057493319,0.0002087778003001,0.0001180580049823,0.0479440695126986,0.2583554878578281,2.191792580608377,0.000700763604949,0.0015359284700877,0.5,30.0,0.0,0.0,True,True,True,0.6463606941848914,0.3550513311799584,0.6287205944281672,0.003215629694713,0.3095320619348776,0.036456495725037,0.1593738195754511,0.5925534559852862,0.2032011337186188,0.1057400700385864,0.6768794914741505,0.0013479494806452,0.4875992667002788,20.706449299442014,internal_native
27084,30902,native_aux,0.8500000000000001,0.0091786524161619,0.0001800625738067,0.0002046557858218,0.0001152470926695,0.0468534749501861,0.247997538734869,2.1404738164867414,0.0006952821029523,0.0014882331364414,0.5,30.0,0.0,0.0,True,True,True,0.6396445124373104,0.3524042595159831,0.629225838185899,0.0031641290891831,0.3109637984861872,0.0338859836426951,0.1561928862369833,0.5938897311904672,0.2061527338364078,0.1015242536284511,0.6753166926406161,0.0013872287015002,0.483360006992298,20.718561432227496,internal_native
27084,30902,native_aux,0.875,0.0093228052216631,0.0001764155568716,0.0002006489034965,0.0001124932078785,0.045786896573369,0.2380681464592999,2.0908206155330733,0.0006890800614872,0.0014407427983104,0.5,30.0,0.0,0.0,True,True,True,0.6329981169525272,0.3497769229938841,0.6297314879606392,0.0031134533026224,0.3124021575164076,0.0314967158690576,0.1530754409728476,0.5952290198476937,0.2091472074514844,0.0974765202165347,0.6737575020419664,0.0014276525180639,0.4791576040314436,20.730680649943796,internal_native
27084,30902,native_aux,0.9,0.009772046286673,0.0001728647824046,0.0001967583046483,0.0001097952519984,0.0447440738784401,0.2285479696101083,2.042852095277168,0.00068213681059,0.0013935046127795,0.5,30.0,0.0,0.0,True,True,True,0.6264207825979206,0.3471691744790636,0.6302375440786654,0.0030635891249661,0.3138471696577293,0.0292759130440648,0.1500202166280443,0.5965713287526418,0.2121851773232661,0.0935901683975715,0.6722019113474053,0.0014692542838321,0.4749917373797373,20.74280695673518,internal_native
27084,30902,native_aux,0.925,0.0105822576923336,0.0001694103242699,0.000192985025949,0.0001071521645783,0.0437247509304524,0.2194185415266496,1.9965722915644135,0.0006744408444205,0.0013465699022693,0.5,30.0,0.0,0.0,True,True,True,0.6199117917755514,0.34458086793388,0.6307440068665169,0.0030145235577182,0.3152988656840317,0.027211696867915,0.1470259713386517,0.5979166647163121,0.2152672752570683,0.0898587639487772,0.670649912245371,0.0015120683242212,0.4708620893851363,20.754940356748392,internal_native
27084,30902,native_aux,0.95,0.0118183652161259,0.0001660521742004,0.0001893298564398,0.0001045629231573,0.0427286683336072,0.2106622290040769,1.9519719948524863,0.0006659897955788,0.0012999934298274,0.5,30.0,0.0,0.0,True,True,True,0.6134704343438722,0.3420118584094699,0.6312508766509973,0.0029662438105626,0.3167572765115384,0.0252930265681812,0.1440914880270416,0.5992650345650651,0.2183941422355012,0.0862761291773846,0.6691014964434909,0.0015561299648893,0.4667683451573112,20.767080854132583,internal_native
27084,30902,native_aux,0.975,0.0135549434495781,0.0001627901609024,0.000185793191806,0.0001020265426157,0.0417555542930841,0.202262193227893,1.9090305382415085,0.0006567902407215,0.0012538326267563,0.5,30.0,0.0,0.0,True,True,True,0.6070960075402487,0.3394620020376306,0.6317581537591711,0.0029187372980297,0.3182224331994756,0.0235096398465701,0.1412155739071716,0.6006164451406558,0.2215664285517742,0.0828363326928897,0.6675566556685386,0.0016014755608836,0.4627101925436351,20.779228453039316,internal_native
27084,30902,native_aux,1.0,0.0158765031423067,0.000159623862721,0.0001823748811595,9.954207390219672e-05,0.0408051150402293,0.1942023529507495,1.8677175040524527,0.0006468573465658,0.0012081467888059,0.5,30.0,0.0,0.0,True,True,True,0.6007878159042876,0.3369311560227633,0.6322658385183659,0.0028719916362147,0.3196943669507335,0.0218519979894672,0.1383970599997509,0.6019709033002677,0.2247847939449373,0.0795336795870739,0.6660153816663895,0.0016481425266365,0.4586873221053825,20.79138315762257,internal_native
